Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message
165881,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Winter 2010-11,12/01/2010,32.33,
166648,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Summer 2009,06/01/2009,22.74,
167769,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Annual Average 2013,12/01/2012,22.88,
336795,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Winter 2014-15,12/01/2014,26.81,
741198,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Annual Average 2021,01/01/2021,20.75,
549869,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Annual Average 2017,01/01/2017,16.44,
222475,386,Ozone (O3),Mean,ppb,UHF42,206,Borough Park,Summer 2011,06/01/2011,32.7,
412009,386,Ozone (O3),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2016,06/01/2016,34.25,
175989,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2011,06/01/2011,27.2,
740971,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Winter 2020-21,12/01/2020,24.08,
412535,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2015-16,12/01/2015,21.05,
175958,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Summer 2010,06/01/2010,10.1,
176000,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Summer 2011,06/01/2011,9.94,
741001,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2020-21,12/01/2020,19.78,
166785,375,Nitrogen dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Summer 2011,06/01/2011,20.5,
166726,375,Nitrogen dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Summer 2010,06/01/2010,20.49,
412539,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Summer 2016,06/01/2016,6.22,
336573,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Winter 2014-15,12/01/2014,30.29,
549842,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Annual Average 2017,01/01/2017,25.82,
740976,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Annual Average 2021,01/01/2021,21.49,
175905,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2009,06/01/2009,29.28,
176703,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Annual Average 2013,12/01/2012,27.39,
175359,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Winter 2010-11,12/01/2010,35.45,
175906,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2009,06/01/2009,34.41,
176704,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Annual Average 2013,12/01/2012,30.26,
740973,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Annual Average 2021,01/01/2021,19.55,
741295,375,Nitrogen dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Winter 2020-21,12/01/2020,18.82,
741250,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Winter 2020-21,12/01/2020,21.64,
167670,375,Nitrogen dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Annual Average 2011,12/01/2010,25.08,
167552,375,Nitrogen dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Annual Average 2009,12/01/2008,25.93,
213443,375,Nitrogen dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Summer 2014,06/01/2014,16.7,
175453,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2012-13,12/01/2012,20.46,
176587,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Annual Average 2010,12/01/2009,19.1,
175454,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Winter 2012-13,12/01/2012,18.88,
176588,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Annual Average 2010,12/01/2009,14.07,
643364,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2019,06/01/2019,13.0,
412788,375,Nitrogen dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Summer 2016,06/01/2016,15.8,
412787,375,Nitrogen dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Winter 2015-16,12/01/2015,25.18,
741253,375,Nitrogen dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Winter 2020-21,12/01/2020,24.1,
166784,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Summer 2011,06/01/2011,19.63,
166725,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Summer 2010,06/01/2010,20.01,
412785,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Summer 2016,06/01/2016,15.23,
412734,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2016,06/01/2016,17.83,
412733,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Winter 2015-16,12/01/2015,26.13,
643677,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Winter 2018-19,12/01/2018,23.99,
336850,375,Nitrogen dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Annual Average 2015,01/01/2015,21.21,
643680,375,Nitrogen dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Winter 2018-19,12/01/2018,26.2,
667777,375,Nitrogen dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Annual Average 2020,01/01/2020,19.22,
167551,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Annual Average 2009,12/01/2008,25.44,
167669,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Annual Average 2011,12/01/2010,24.36,
213442,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Summer 2014,06/01/2014,16.08,
336847,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Annual Average 2015,01/01/2015,20.65,
216625,386,Ozone (O3),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Summer 2014,06/01/2014,31.61,
216535,386,Ozone (O3),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Summer 2014,06/01/2014,31.14,
216619,386,Ozone (O3),Mean,ppb,CD,501,St. George and Stapleton (CD1),Summer 2014,06/01/2014,30.32,
216541,386,Ozone (O3),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Summer 2014,06/01/2014,30.95,
216433,386,Ozone (O3),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2014,06/01/2014,28.9,
167534,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2009,12/01/2008,29.25,
213425,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2014,06/01/2014,18.58,
167652,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2011,12/01/2010,27.36,
222624,386,Ozone (O3),Mean,ppb,UHF42,410,Rockaways,Summer 2010,06/01/2010,38.98,
222625,386,Ozone (O3),Mean,ppb,UHF42,410,Rockaways,Summer 2011,06/01/2011,39.03,
412031,386,Ozone (O3),Mean,ppb,UHF42,410,Rockaways,Summer 2016,06/01/2016,38.18,
219978,386,Ozone (O3),Mean,ppb,Borough,3,Manhattan,Summer 2010,06/01/2010,28.21,
222559,386,Ozone (O3),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2011,06/01/2011,26.94,
222558,386,Ozone (O3),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2010,06/01/2010,28.38,
412020,386,Ozone (O3),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2016,06/01/2016,30.14,
412030,386,Ozone (O3),Mean,ppb,UHF42,409,Southeast Queens,Summer 2016,06/01/2016,34.3,
222498,386,Ozone (O3),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Summer 2010,06/01/2010,36.52,
222499,386,Ozone (O3),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Summer 2011,06/01/2011,36.56,
412010,386,Ozone (O3),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Summer 2016,06/01/2016,35.62,
412538,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Winter 2015-16,12/01/2015,18.0,
175957,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Summer 2010,06/01/2010,16.15,
741004,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Winter 2020-21,12/01/2020,19.05,
412505,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Winter 2015-16,12/01/2015,27.88,
176020,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2012,06/01/2012,14.96,
176062,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2013,06/01/2013,13.99,
412474,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2016,12/31/2015,17.78,
412477,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2016,12/31/2015,15.62,
602750,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2018,01/01/2018,14.35,
740930,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Summer 2021,06/01/2021,11.37,
175411,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2011-12,12/01/2011,20.53,
175327,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2009-10,12/01/2009,23.39,
549871,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Summer 2017,06/01/2017,7.81,
740983,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Winter 2020-21,12/01/2020,20.06,
175953,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Summer 2010,06/01/2010,18.49,
549873,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Winter 2016-17,12/01/2016,21.06,
602814,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Summer 2018,06/01/2018,6.73,
667281,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Summer 2020,06/01/2020,5.96,
212568,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Annual Average 2014,12/01/2013,26.45,
175318,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Winter 2009-10,12/01/2009,35.16,
212578,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Annual Average 2014,12/01/2013,17.28,
667275,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Summer 2020,06/01/2020,8.37,
549868,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Summer 2017,06/01/2017,12.59,
176692,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2013,12/01/2012,18.58,
336537,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2014-15,12/01/2014,24.9,
336540,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Winter 2014-15,12/01/2014,23.96,
549809,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2017,01/01/2017,16.08,
740943,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2021,01/01/2021,14.68,
740931,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Annual Average 2021,01/01/2021,16.74,
336601,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Annual Average 2015,01/01/2015,13.55,
176629,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Annual Average 2011,12/01/2010,19.29,
176545,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Annual Average 2009,12/01/2008,19.89,
643431,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Winter 2018-19,12/01/2018,13.95,
667279,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Annual Average 2020,01/01/2020,10.55,
667267,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Annual Average 2020,01/01/2020,14.24,
643425,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Winter 2018-19,12/01/2018,19.86,
222610,386,Ozone (O3),Mean,ppb,UHF42,407,Southwest Queens,Summer 2014,06/01/2014,32.51,
219970,386,Ozone (O3),Mean,ppb,Borough,1,Bronx,Summer 2014,06/01/2014,31.15,
222616,386,Ozone (O3),Mean,ppb,UHF42,408,Jamaica,Summer 2014,06/01/2014,32.63,
222550,386,Ozone (O3),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Summer 2014,06/01/2014,22.89,
222556,386,Ozone (O3),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Summer 2014,06/01/2014,26.66,
175946,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Summer 2010,06/01/2010,29.56,
175988,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Summer 2011,06/01/2011,29.31,
412502,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Winter 2015-16,12/01/2015,29.03,
740965,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Winter 2020-21,12/01/2020,27.0,
175954,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2010,06/01/2010,18.0,
740962,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Winter 2020-21,12/01/2020,26.71,
175940,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2010,06/01/2010,25.48,
176542,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Annual Average 2009,12/01/2008,22.78,
176626,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Annual Average 2011,12/01/2010,22.1,
176612,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2011,12/01/2010,28.23,
222604,386,Ozone (O3),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2014,06/01/2014,31.8,
175986,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Summer 2011,06/01/2011,34.57,
175944,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Summer 2010,06/01/2010,34.75,
412524,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Summer 2016,06/01/2016,13.62,
643410,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Winter 2018-19,12/01/2018,21.25,
336586,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Annual Average 2015,01/01/2015,19.25,
336550,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Annual Average 2015,01/01/2015,22.99,
222586,386,Ozone (O3),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2014,06/01/2014,32.01,
222598,386,Ozone (O3),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Summer 2014,06/01/2014,31.33,
222526,386,Ozone (O3),Mean,ppb,UHF42,303,East Harlem,Summer 2014,06/01/2014,28.92,
175993,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2011,06/01/2011,17.42,
412484,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Winter 2015-16,12/01/2015,25.73,
412485,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2016,06/01/2016,18.13,
176528,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2009,12/01/2008,31.06,
176616,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Annual Average 2011,12/01/2010,36.33,
212439,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Summer 2014,06/01/2014,28.44,
336559,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Annual Average 2015,01/01/2015,29.17,
643389,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Winter 2018-19,12/01/2018,29.47,
667195,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Annual Average 2020,01/01/2020,23.87,
212435,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2014,06/01/2014,19.54,
336547,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2015,01/01/2015,23.15,
643377,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Winter 2018-19,12/01/2018,24.69,
667171,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2020,01/01/2020,18.99,
165844,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Winter 2009-10,12/01/2009,26.31,
165962,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Winter 2011-12,12/01/2011,24.67,
336568,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Annual Average 2015,01/01/2015,24.84,
176536,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Annual Average 2009,12/01/2008,36.69,
412536,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Summer 2016,06/01/2016,12.13,
412508,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Winter 2015-16,12/01/2015,28.96,
175947,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2010,06/01/2010,27.36,
412506,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2016,06/01/2016,20.44,
175948,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2010,06/01/2010,31.27,
667273,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Annual Average 2020,01/01/2020,13.02,
176656,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2012,12/01/2011,27.08,
412077,386,Ozone (O3),Mean,ppb,CD,107,Upper West Side (CD7),Summer 2016,06/01/2016,30.55,
216610,386,Ozone (O3),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2011,06/01/2011,39.14,
412126,386,Ozone (O3),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2016,06/01/2016,38.26,
216609,386,Ozone (O3),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2010,06/01/2010,39.08,
175910,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Summer 2009,06/01/2009,16.77,
336615,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Winter 2014-15,12/01/2014,18.29,
741018,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Annual Average 2021,01/01/2021,11.3,
740902,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Winter 2020-21,12/01/2020,19.55,
175984,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Summer 2011,06/01/2011,25.78,
179357,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Summer 2011,06/01/2011,11.57,
122008,386,Ozone (O3),Mean,ppb,UHF42,204,East New York,2-Year Summer Average 2009-2010,06/01/2009,27.97,
605240,386,Ozone (O3),Mean,ppb,UHF42,204,East New York,Summer 2018,06/01/2018,31.71,
122039,386,Ozone (O3),Mean,ppb,UHF42,504,South Beach - Tottenville,2-Year Summer Average 2009-2010,06/01/2009,30.3,
670976,386,Ozone (O3),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2020,06/01/2020,32.05,
740903,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2021,06/01/2021,12.32,
740945,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2021,06/01/2021,14.71,
222420,386,Ozone (O3),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2010,06/01/2010,34.31,
412025,386,Ozone (O3),Mean,ppb,UHF42,404,Bayside - Little Neck,Summer 2016,06/01/2016,32.99,
643428,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2018-19,12/01/2018,17.99,
336571,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Annual Average 2015,01/01/2015,26.61,
212443,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2014,06/01/2014,25.15,
643401,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Winter 2018-19,12/01/2018,27.74,
667219,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Annual Average 2020,01/01/2020,21.55,
176535,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Annual Average 2009,12/01/2008,32.71,
222478,386,Ozone (O3),Mean,ppb,UHF42,206,Borough Park,Summer 2014,06/01/2014,30.68,
222628,386,Ozone (O3),Mean,ppb,UHF42,410,Rockaways,Summer 2014,06/01/2014,36.25,
222562,386,Ozone (O3),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2014,06/01/2014,26.93,
222622,386,Ozone (O3),Mean,ppb,UHF42,409,Southeast Queens,Summer 2014,06/01/2014,33.6,
175990,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2011,06/01/2011,31.05,
121699,386,Ozone (O3),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),2-Year Summer Average 2009-2010,06/01/2009,30.55,
549459,386,Ozone (O3),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2017,06/01/2017,35.3,
605362,386,Ozone (O3),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2018,06/01/2018,35.29,
671092,386,Ozone (O3),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2020,06/01/2020,31.59,
550081,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2017,06/01/2017,14.2,
603024,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2018,06/01/2018,14.48,
171657,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2010-11,12/01/2010,27.47,
172745,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2013,12/01/2012,17.46,
172099,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2009,06/01/2009,17.8,
336708,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2014-15,12/01/2014,23.0,
221837,386,Ozone (O3),Mean,ppb,UHF34,205,Sunset Park,Summer 2009,06/01/2009,24.63,
221969,386,Ozone (O3),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2009,06/01/2009,25.94,
172094,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Summer 2009,06/01/2009,16.05,
171652,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Winter 2010-11,12/01/2010,25.66,
172740,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Annual Average 2013,12/01/2012,16.8,
549377,386,Ozone (O3),Mean,ppb,UHF34,205,Sunset Park,Summer 2017,06/01/2017,29.26,
670929,386,Ozone (O3),Mean,ppb,UHF34,205,Sunset Park,Summer 2020,06/01/2020,28.93,
175374,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Winter 2010-11,12/01/2010,20.56,
175920,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Summer 2009,06/01/2009,10.8,
549884,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Annual Average 2017,01/01/2017,11.7,
549399,386,Ozone (O3),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2017,06/01/2017,30.18,
605302,386,Ozone (O3),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2018,06/01/2018,31.0,
172145,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Summer 2011,06/01/2011,19.22,
412579,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Annual Average 2016,12/31/2015,19.32,
222423,386,Ozone (O3),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2013,06/01/2013,32.06,
222507,386,Ozone (O3),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2013,06/01/2013,29.7,
221971,386,Ozone (O3),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2011,06/01/2011,32.99,
221970,386,Ozone (O3),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2010,06/01/2010,33.4,
222650,386,Ozone (O3),Mean,ppb,UHF42,504,South Beach - Tottenville,Summer 2012,06/01/2012,35.27,
222651,386,Ozone (O3),Mean,ppb,UHF42,504,South Beach - Tottenville,Summer 2013,06/01/2013,32.66,
